record_id,Mã Sản Phẩm,Tên sản phẩm,Bán chạy,Ảnh,Ảnh báo giá(1 ảnh rõ sản phẩm),sp ưu tiên,Nhóm công việc,Media,Mô tả,Danh mục,Thể Loại,Đơn vị,Quy CáchGhép SP,Kích thước,Khối lượng (m3),Trọng lượng (tấn),Đá xanh đen,Đá xanh rêu,Đá xám BĐ,Đá GRN đen Ấn Độ,Ghi chú,Video,Link ảnh,GÁN MÃ ẢNH,Link ảnh có mã
recvfYNnn5PAB0,MT01.4,Mộ tròn - KT:1920mm,,,,,,,,Trường Tồn,Mộ ,ngôi,19,KT: DK1920xC1390mm,1.243,3.729,56823000,74580000,93225000,175932000,"Đế, Thân, Nắp ghép 6 khối",,,Có,
recvfYNnn58iR6,M03,Mộ 2 cấp - KT: 1070x690x570mm,,,,,,,,An Tâm,Mộ ,ngôi,3,KT: D1070xR690xC570mm,1.373,4.119,57060000,74891000,90860000,185759000,"Đế, nắp liền khối khối",,,Có,
recvfYNnn5nSQn,MD01,Mộ đôi - KT:1870x1470x2190mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/IL3sbpiyao2goxxBGH0lHddog4c/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/ClR8bE6WFolnZ6xfM78l3axpgnf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,53,KT:D1870xR1470xC2190mm,1.55,4.650,70857000,93000000,116250000,219385000,"Đế mộ ghép 4 khối 
Nắp mộ liền khối",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A36%3A56.880-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:MD01,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778660249/z7322833107826_5d14ff36d080ccc0c6f7762de78be146_pah4re.jpg"
recvfYNnn5jW2f,MD01.1,Mộ đôi - KT:1470x1870x2190mm,,,,,,,,Trường Tồn,Mộ ,ngôi,53,KT:D1470xR1870xC2190mm,1.595,4.785,72914000,95700000,119625000,225754000,"Đế mộ ghép 4 khối 
Nắp mộ liền khối",,,Có,
recvfYNnn5u8xp,MD01.2,Mộ đôi - KT:1910x2115x2190mm,,,,,,,,Trường Tồn,Mộ ,ngôi,56,KT:D1910xR2115xC2190mm,1.784,5.352,81554000,107040000,133800000,252505000,"Đế mộ ghép 6 khối 
Nắp mộ liền khối",,,Có,
recvfYNnn5p1JG,MD01.3,Mộ đôi - KT:2140x2540x2260mm,,,,,,,,Trường Tồn,Mộ ,ngôi,62,KT:D2140xR2540xC2260mm,2.25,6.750,102857000,135000000,168750000,318462000,"Đế mộ ghép 10 khối 
Nắp mộ liền khối",,,Có,
recvfYNnn5WftE,MD02,Mộ đôi - KT:1650x1270x1240mm,,,,,,,,Trường Tồn,Mộ ,ngôi,24,KT:D1650xR1270xC1240mm,0.95,2.850,43429000,57000000,71250000,134462000,"Đế mộ ghép 4 khối 
Nắp mộ liền khối",,,Có,
recvfYNnn52qVD,M06,Mộ 2 cấp - KT: 1270x890x690mm,,https://open.larksuite.com/open-apis/drive/v1/medias/Rqm8bgSDHo77CyxgYfmltsv6g4g/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/G3wObUeq5oEochxCsEAlSww4g7d/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/ZpulbJQSzobz5YxnWfHlBVCjgxd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,6,KT: D1270xR890xC690mm,0.264,0.792,12069000,15840000,19800000,37366000,"Đế ghép từ 4 khối 
Nắp mộ liền khối.",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A06.521-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M06,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778660534/ChatGPT_Image_15_48_14_24_thg_2_2026_cuumuj.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M06,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778660533/ChatGPT_Image_15_43_47_24_thg_2_2026_twz15f.png"
recvfYNnn5zqMl,M10,Mộ 3 cấp - KT: 1270x790x710mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/B4RUbtOyWoAUU5xdydwlwqFdgcd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/MC3TblZmSoPacxxj4C1l77BHg0b/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/DCUXbnE0LoK2qixVS2NlkfzVgje/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,10,KT: D1270xR790xC710mm,0.261,0.783,11931000,15660000,19575000,36942000,"Đế 1-Đế 2 ghép từ 4 khối, Nắp mộ liền khối.",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A14.617-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M10,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778660535/ChatGPT_Image_14_50_47_24_thg_2_2026_txeaap.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M10,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778660535/ChatGPT_Image_14_59_53_24_thg_2_2026_yxgmio.png"
recvfYNnn5TnoO,M10.2,Mộ 3 cấp - KT: 1570x1070x1050mm,,,,,,,,An Tâm,Mộ ,ngôi,4,KT: D1570xR1070xC1050mm,0.741,2.223,30795000,40418000,49037000,100253000,"Kích thước : 107 x157 cm, mộ 3 thớt liền khối. 
Thớt 1  dày 200, thớt 2 dày 170, thớt 3 dày 180 . chiều cao bia 500 cm.",,,Có,
recvfYNnn5c1dR,M10.3,Mộ 3 cấp - KT: 1470x970x980mm,,,,,,,,An Tâm,Mộ ,ngôi,4,KT: D1470xR970xC980mm,0.681,2.043,28301000,37145000,45066000,92135000,"Đế, nắp liền khối khối",,,Có,
recvfYNnn5eNeJ,M12,Mộ 3 cấp - KT: 1270x810x870mm,,https://open.larksuite.com/open-apis/drive/v1/medias/Ob6dblLCEor8xHxee1alaE0vg5c/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/SRdnbJpgwoiPM7xmLBVlofr6gsh/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,10,KT: D1270xR810xC870mm,0.345,1.035,15771000,20700000,25875000,48831000,"Đế 1-Đế 2 ghép từ 4 khối, Nắp mộ liền khối.",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A22.912-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M12,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778663219/A%CC%89nh_ma%CC%80n_hi%CC%80nh_2026-04-13_lu%CC%81c_16.35.33_zkzq7l.png"
recvfYNnn59Eoa,M12.1,Mộ 3 cấp - KT: 1670x970x990mm,,,,,,,,Trường Tồn,Mộ ,ngôi,10,KT: D1670xR970xC990mm,0.605,1.815,27657000,36300000,45375000,85631000,"Đế 1-Đế 2 ghép từ 4 khối, Nắp mộ liền khối.",,,Có,
recvfYNnn5dZnw,M14,Mộ 3 cấp - KT: 2370x1170x1330mm,,,,,,,,Trường Tồn,Mộ ,ngôi,10,KT: D2370xR1170xC1330mm,0.753,2.259,34423000,45180000,56475000,106578000,"Đế 1  ghép từ 4 khối -Đế 2 ghép từ 3 khối, Nắp mộ liền khối.",,,Có,
recvfYNnn5SkZz,M15,Mộ 3 cấp - KT: 2370x1170x1330mm,,https://open.larksuite.com/open-apis/drive/v1/medias/OyE5b2zGWoY6JTxXHvrlOYrjgPb/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/TX27bJXOuojfdxxV4oYlaosCgtd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,9,KT: D2370xR1170xC1330mm,0.92,2.760,42057000,55200000,69000000,130215000,"Đế 1  ghép từ 4 khối -Đế 2 ghép từ 3 khối, Nắp mộ liền khối.",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A30.680-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M15,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726279/A%CC%89nh_ma%CC%80n_hi%CC%80nh_2026-04-13_lu%CC%81c_16.37.00_tsxip1.png"
recvfYNnn5hEEX,M16,Mộ 3 cấp - KT: 1270x810x930mm,,https://open.larksuite.com/open-apis/drive/v1/medias/KYbEbaQYNoU09Ox85KDlUEzZgCa/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/Uas2bnlHkoYONNxFnHulSzBQgAe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,9,KT: D1270xR810xC930mm,0.296,0.888,13531000,17760000,22200000,41895000,"Đế 1  ghép từ 4 khối -Đế 2 ghép từ 3 khối, Nắp mộ liền khối.",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A39.172-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M16,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726300/mo%CC%A3%CC%82_tuojvg.png"
recvfYNnn5zrKB,M18,Mộ 3 cấp - KT: 1710x1460x1130mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/Ew1obW4i6ohf2PxX6eOlaBwigT4/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Vey0b1r2xoMrgnx8esilgjeAgKg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Z7dabBnJNoEr6bxwQcvl9V3zgLG/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/RvT9bKYOZo6AIYxGxOll0FOsgIc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ043,,Trường Tồn,Mộ ,ngôi,4,KT: D1710xR1460xC1130mm,1.326,3.978,60617000,79560000,99450000,187680000,"phần thân mộ liền 1 khối. bia ghép
với tay ngai và cột. mộ đá granite đen
ấn độ",https://open.larksuite.com/open-apis/drive/v1/medias/P42wbiJIqomsiwxqDEXlL8iWgSf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A49.033-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726340/58_qouhqs.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726369/60_avchgh.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726301/59_lhlcww.png"
recvfYNnn5ncQe,M18.1,Mộ 3 cấp - KT: 1070x690x750mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/NRCpbMd4KoCEsAxZSHvluYH2gSh/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/JjmFbLvVLoX6y2xj7gclDk6Rgib/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/GIaFb0UmrouBKYxPuC3lfby5gbd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/Mb15b8RaqokJd1xV5F1lFZzqgPc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ043,,Trường Tồn,Mộ ,ngôi,6,KT: D1710xR1460xC1130mm,0.248,0.744,11337000,14880000,18600000,35102000,"liền khối các thớt, bia ghép
với tay ngai và cột. mộ đá granite đen
ấn độ",https://open.larksuite.com/open-apis/drive/v1/medias/ADKnbLdIVomFW8xpPyUlWENigxc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A37%3A59.565-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726300/59_sb6awv.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726355/60_x0e8sr.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.1,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778726345/58_dywj7o.png"
recvfYNnn5xSTX,M18.2,Mộ 3 cấp - KT: 1270x810x880mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/HBs2bz1TAooTePxRXPQlcdlwg0e/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/Ii5QbZWL2o3U54xgusRlwFRpgrc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/P9GAbREkPof96bxFPsHlMoXMg3f/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/BwhibURruoZWHbxo7X0lWkWVgsd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ043,,Trường Tồn,Mộ ,ngôi,6,KT: D1270xR810xC880mm,0.381,1.143,17417000,22860000,28575000,53926000,"liền khối các thớt, bia ghép
với tay ngai và cột. mộ đá granite đen
ấn độ",https://open.larksuite.com/open-apis/drive/v1/medias/WVAIbWFkboDBk6xojEJlzrwGgSf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A38%3A09.455-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.2,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220872/60_itx9q6.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.2,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220875/58_mgqb3i.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.2,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220877/59_rzpcci.png"
recvfYNnn5Iz4l,M18.3,Mộ 3 cấp - KT: 1470x970x940mm,,https://open.larksuite.com/open-apis/drive/v1/medias/Q9tebySzRopHwyxbgFOlPXDvglf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/TXbKbVgjWoIHTRxUzJLlvgOxgAg/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/AwkGbRvtFoU350xNcTNlGKjDgNc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/FDVVbRQCCo5dUPxKTC8lL4FMgtc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,PJ043,,Trường Tồn,Mộ ,ngôi,6,KT: D1470xR970xC940mm,0.619,1.857,28297000,37140000,46425000,87612000,"liền khối các thớt, bia ghép
với tay ngai và cột. mộ đá granite đen
ấn độ",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A38%3A19.648-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.3,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220876/60_ahfvrq.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.3,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220876/58_htg23u.png
https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M18.3,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220877/59_bx0zcp.png"
recvfYNnn5ElFl,M19,Mộ 3 cấp - KT: 1270x810x890mm,,https://open.larksuite.com/open-apis/drive/v1/medias/JY2ybXzUioqnIRxFJSBl4xzVgPf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/Bjqqb1v8Go5GRxxSpphluQDngNf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,14,KT: D1270xR810xC890mm,0.273,0.819,12480000,16380000,20475000,38640000,"Đế 1  ghép từ 4 khối -Đế 2 ghép từ 4 khối, Nắp mộ liền khối.",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A38%3A31.944-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M19,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220877/Cap_yhxweg.png"
recvfYNnn5Agu1,MT07,Mộ tròn - KT:3200mm,,https://open.larksuite.com/open-apis/drive/v1/medias/N9QObKfGko0ifLxajxXlZp2Qgkc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/JLOIbWWcOoh6SLxY7FYlsusjgXf/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,25,KT: D1270xR810xC890mm,3.692,11.076,168777000,221520000,276900000,522560000,"Đế, Thân, Nắp ghép 6 khối",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A38%3A40.371-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:MT07,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220879/z7475395420880_a27193d5b49ace25491c2e157973b11e_tv4kyj.jpg"
recvfYNnn5b7Nw,M20,Mộ 3 cấp - KT: 1470x970x1370mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/NWQib1FSuo1LNgx4ujGlllVQgGc/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/ThkYb8SqOo1tmixz7bQlZPxvg2U/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,4,KT: D1470xR970xC1370mm,0.735,2.205,33600000,44100000,55125000,104031000,liền khối các thớt,,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A38%3A50.229-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M20,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778744473/A%CC%89nh_ma%CC%80n_hi%CC%80nh_2026-04-13_lu%CC%81c_16.41.17_zdti8t.png"
recvfYNnn5VZ4d,M20.1,Mộ 3 cấp - KT: 1270x890x1240mm,,,,,,,,An Tâm,Mộ ,ngôi,4,KT: D1270xR890xC1240mm,0.523,1.569,21735000,28527000,34610000,70759000,liền khối các thớt,,,Có,
recvfYNnn5RigE,M21,Mộ 2 cấp - KT: 1450x870x790mm,,https://open.larksuite.com/open-apis/drive/v1/medias/PZg4bn5JjoBLdpxZnXRlcAQOg5b/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/R7pGbQaQ4oEmfjxd58xlZ1hwgwd/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,Trường Tồn,Mộ ,ngôi,14,KT: D1450xR870xC970mm,0.311,0.933,14217000,18660000,23325000,44018000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A38%3A58.213-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:M21,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220874/z7565239184422_9c2f09356697d8b0bbd78414ac0dd04d_xmiemj.jpg"
recvfYNnn5jfpL,MN04,Mộ ngai - KT: 1070x610x960mm,Bán chạy,https://open.larksuite.com/open-apis/drive/v1/medias/Niv9bSY9no8PwwxhAgHlwhcogob/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G | https://open.larksuite.com/open-apis/drive/v1/medias/ATn4bUN4NoWBKexp4MplbgwIgee/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,https://open.larksuite.com/open-apis/drive/v1/medias/HtqUb3nuLoRGg7xFP2Al0Mj5gxe/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,An Tâm,Mộ ,ngôi,14,KT: D1070xR610xC960mm,0.212,0.636,8810000,11564000,14029000,28682000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A39%3A06.852-04%3A00.mp4,Có,"https://res.cloudinary.com/dg8xzpxji/image/upload/w_600,c_fill/l_text:Arial_40_bold:MN04,co_rgb:ffffff,b_rgb:000000/fl_layer_apply,g_south_east,x_10,y_10/v1778220876/MN_warbey.png"
recvfYNnn57IbE,MN04.1,Mộ ngai - KT: 1270x810x1080mm,,,,,,,,Trường Tồn,Mộ ,ngôi,18,KT: D1270xR810xC1080mm,0.347,1.041,15863000,20820000,26025000,49114000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,,Có,
recvfYNnn5OLFI,MN04.2,Mộ ngai - KT: 1470x890x1170mm,,,,,,,,Trường Tồn,Mộ ,ngôi,18,KT: D1470xR890xC1170mm,0.428,1.284,19566000,25680000,32100000,60578000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,,Có,
recvfYNnn5A6Uj,MN04.3,Mộ ngai - KT: 1600x1200x1440mm,,https://open.larksuite.com/open-apis/drive/v1/medias/XQgMb6UShooyGoxI7E0lKVbtgQM/download?access_token=t-g2065q3q72CZNIPQ7CNZKEQYJQRKQ6QFQRMVX27G,,,,,,Trường Tồn,Mộ ,ngôi,18,KT: D1600xR1200xC1440mm,0.751,2.253,34331000,45060000,56325000,106295000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,https://truckaka04.s3.ap-southeast-2.amazonaws.com/2026-05-06T01%3A39%3A18.846-04%3A00.mp4,Có,
recvfYNnn5gjk1,M22,Mộ 2 cấp - KT: 1270x610x470mm,,,,,,,,Trường Tồn,Mộ ,ngôi,2,KT: D1270xR610xC470mm,0.364,1.092,16640000,21840000,27300000,51520000,liền khối các thớt,,,Không,
recvfYNnn5zNKy,MM01,Mộ 1 Mái KT: 1270x810x1520mm,,,,,,,,An Tâm,Mộ ,ngôi,23,KT: D1270xR810xC1520mm,0.526,1.578,21860000,28691000,34809000,71165000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,,Không,
recvfYNnn54r0Z,MM01.1,Mộ 1 Mái KT: 1470x890x1580mm,,,,,,,,An Tâm,Mộ ,ngôi,23,KT: D1470xR890xC1580mm,0.617,1.851,25642000,33655000,40831000,83476000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,,Không,
recvfYNnn5jpIk,MM01.2,Mộ 1 Mái KT: 1600x1200x1960mm,,,,,,,,An Tâm,Mộ ,ngôi,23,KT: D1470xR890xC1580mm,1.106,3.318,45964000,60327000,73191000,149635000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,,Không,
recvfYNnn5Kagt,M23,Mộ 3 cấp - KT: 2860x1460x1500mm,,,,,,,,Trường Tồn,Mộ ,ngôi,13,KT: D2860xR1460xC1500mm,1.646,4.938,75246000,98760000,123450000,232972000,"Đế 1, Đế 2 ghép 4 khối
 Nắp mộ liền khối",,,Không,
recvfYNnn5S5k4,MN05,Mộ ngai - KT: 2700x1280x1630mm,,,,,,,,Trường Tồn,Mộ ,ngôi,24,KT: D2700xR1280xC1630mm,1.19,3.570,54400000,71400000,89250000,168431000,"Đế mộ ghép 4 khối
 Nắp mộ liền khối",,,Không,
recvfYNnn5AFmV,M02,Mộ 3 cấp - KT: 1070x690x750mm,,,,,,,,An Tâm,Mộ ,ngôi,6,KT: D1070xR690xC750mm,0.247,0.741,10265000,13473000,16346000,33418000,"Đế 1, đế 2 liền khối.
Nắp mộ liền khối",,,Không,
